No.,Category,Title,URL,Replies,Views
2562,SmartApps & Automations,Unlock Smartlock Based on Location,https://community.smartthings.com/t/unlock-smartlock-based-on-location/149721,4,405
2563,Deals,"August Smart Lock Pro + Connect $189 @ Amazon (March 4, 2020)",https://community.smartthings.com/t/august-smart-lock-pro-connect-189-amazon-march-4-2020/188217,1,95
2564,Projects & Stories,“My Smart Friends” (New Mobility article March 2020),https://community.smartthings.com/t/my-smart-friends-new-mobility-article-march-2020/188215,1,121
2565,SmartApps & Automations,Disable Intrusion Alerts or Auto Clear/Dismiss Alerts in Smart Home Monitor,https://community.smartthings.com/t/disable-intrusion-alerts-or-auto-clear-dismiss-alerts-in-smart-home-monitor/109573,5,617
2566,Devices & Integrations,Pair ing Xiaomi temp sensor,https://community.smartthings.com/t/pair-ing-xiaomi-temp-sensor/188211,7,94
2567,Projects & Stories,Sensor antenna extension - Gun safe,https://community.smartthings.com/t/sensor-antenna-extension-gun-safe/188120,17,239
2568,Connected Things,Schlage Connect keypad not working,https://community.smartthings.com/t/schlage-connect-keypad-not-working/87196,43,36615
2569,Devices & Integrations,Todki td-zw101 zwave switch driver,https://community.smartthings.com/t/todki-td-zw101-zwave-switch-driver/156995,4,290
2570,Devices & Integrations,"Center-Off, Single Pole, Double Throw Latching smart switch?",https://community.smartthings.com/t/center-off-single-pole-double-throw-latching-smart-switch/125399,17,1337
2571,Community Created Device Types,[RELEASE] Zooz Power Switch / Zooz Smart Plug,https://community.smartthings.com/t/release-zooz-power-switch-zooz-smart-plug/97220,333,11782
2572,Connected Things,Another 3-way Help Request,https://community.smartthings.com/t/another-3-way-help-request/188088,7,115
2573,Devices & Integrations,Roomba 980 Wifi Connectivity Reverse engineering,https://community.smartthings.com/t/roomba-980-wifi-connectivity-reverse-engineering/44860,198,36564
2574,Deals,Sonos - Refurbished speaker sale,https://community.smartthings.com/t/sonos-refurbished-speaker-sale/188184,1,191
2575,Community Created Device Types,[BETA] Hank One-key and Four-key Scene Controllers (Z-Wave),https://community.smartthings.com/t/beta-hank-one-key-and-four-key-scene-controllers-z-wave/120610,7,2923
2576,SmartApps & Automations,Severe Weather Warning SmartApp: How to Reduce Frequency of Notifications,https://community.smartthings.com/t/severe-weather-warning-smartapp-how-to-reduce-frequency-of-notifications/3169,16,5785
2577,Devices & Integrations,Rgbgenie ZW-3004,https://community.smartthings.com/t/rgbgenie-zw-3004/178982,3,211
2578,Connected Things,Eaton Cooper RF9640-N Master Dimmer and RF9642-Z Accessory Dimmer Switch Association,https://community.smartthings.com/t/eaton-cooper-rf9640-n-master-dimmer-and-rf9642-z-accessory-dimmer-switch-association/188105,4,133
2579,SmartThings (Samsung Connect),Newbie help required: not receiving notifications when events occur,https://community.smartthings.com/t/newbie-help-required-not-receiving-notifications-when-events-occur/188145,4,106
2580,Projects & Stories,Need help moving over to SmartThings from Wink,https://community.smartthings.com/t/need-help-moving-over-to-smartthings-from-wink/188148,4,170
2581,General Discussion,**** duplicate thread ****,https://community.smartthings.com/t/duplicate-thread/186708,6,166
2582,General Discussion,Smart lighting delay (Feb 2020),https://community.smartthings.com/t/smart-lighting-delay-feb-2020/187663,4,186
2583,General Discussion,Getting data from sensors,https://community.smartthings.com/t/getting-data-from-sensors/188069,9,230
2584,Devices & Integrations,RGBgenie Zigbee 3.0 Remote,https://community.smartthings.com/t/rgbgenie-zigbee-3-0-remote/188124,2,100
2585,Devices & Integrations,No users listed when configuring Life 360,https://community.smartthings.com/t/no-users-listed-when-configuring-life-360/188126,1,53
2586,Device Ideas,Amazon Echo and Weather Alerts,https://community.smartthings.com/t/amazon-echo-and-weather-alerts/55029,15,20959
2587,Devices & Integrations,Fibaro Light Switches NO LONGER SYNC Configuration Changes after SmartThings Hub Firmware Upgrade to 000.025.00026,https://community.smartthings.com/t/fibaro-light-switches-no-longer-sync-configuration-changes-after-smartthings-hub-firmware-upgrade-to-000-025-00026/161346,26,643
2588,Community Created Device Types,[RELEASE] Fibaro Wall Plug ZW5 (Z-Wave+) DTH,https://community.smartthings.com/t/release-fibaro-wall-plug-zw5-z-wave-dth/86676,37,6498
2589,FAQ,FAQ: 2019 Ceiling Fan and Dimmer light wall mount control compatible with SmartThings and Alexa?,https://community.smartthings.com/t/faq-2019-ceiling-fan-and-dimmer-light-wall-mount-control-compatible-with-smartthings-and-alexa/98373,32,26299
2590,Community Created SmartApps,App to Manage Shop / Garage Dust Collector / Vacuum System,https://community.smartthings.com/t/app-to-manage-shop-garage-dust-collector-vacuum-system/46753,8,3000
2591,Devices & Integrations,Ikea Tradfri Wireless Driver,https://community.smartthings.com/t/ikea-tradfri-wireless-driver/166544,53,4851
2592,Community Created Device Types,[RELEASE] RainMachine,https://community.smartthings.com/t/release-rainmachine/8343,327,28921
2593,Community Created Device Types,SimpliSafe Alarm Integration (cloud to cloud),https://community.smartthings.com/t/simplisafe-alarm-integration-cloud-to-cloud/8473,890,68772
2594,Connected Things,Working Virtual Temperature Sensor for New App,https://community.smartthings.com/t/working-virtual-temperature-sensor-for-new-app/188087,1,102
2595,Connected Things,"Can I use 3 46204 (ge toggle dimmers) in a 4-way, instead of 1 46204 and 2 46200 AUX add ons",https://community.smartthings.com/t/can-i-use-3-46204-ge-toggle-dimmers-in-a-4-way-instead-of-1-46204-and-2-46200-aux-add-ons/187941,13,120
2596,Writing SmartApps,"Adding Button Actions (Pushed, Held, and Pushed Twice) to Custom SmartApp Code",https://community.smartthings.com/t/adding-button-actions-pushed-held-and-pushed-twice-to-custom-smartapp-code/184013,3,295
2597,Devices & Integrations,How to automate a Winix Air Purifier Model 5500-2,https://community.smartthings.com/t/how-to-automate-a-winix-air-purifier-model-5500-2/187447,4,285
2598,Connected Things,Control sonoff mini with smartthings?,https://community.smartthings.com/t/control-sonoff-mini-with-smartthings/179920,17,2258
2599,Connected Things,Xiaomi Aqara Temp Sensor,https://community.smartthings.com/t/xiaomi-aqara-temp-sensor/187989,6,421
2600,General Discussion,Event POST Webhooks for devices,https://community.smartthings.com/t/event-post-webhooks-for-devices/187119,15,482
2601,Writing Device Types,Moving your device from SmartThings Classic?,https://community.smartthings.com/t/moving-your-device-from-smartthings-classic/187270,27,765
2602,Devices & Integrations,Ikea Symfonisk Remote - Pairing,https://community.smartthings.com/t/ikea-symfonisk-remote-pairing/175524,25,1851
2603,SmartThings (Samsung Connect),New app — which CUSTOM DTH’s will work?,https://community.smartthings.com/t/new-app-which-custom-dth-s-will-work/133908,187,13774
2604,Connected Things,Group Samsung speakers WAM 350(M3) and VL350?,https://community.smartthings.com/t/group-samsung-speakers-wam-350-m3-and-vl350/188055,3,105
2605,Devices & Integrations,Qubino and Smartthings,https://community.smartthings.com/t/qubino-and-smartthings/74203,53,9729
2606,Projects & Stories,Triggering lights when powerbot vacuum enters room?,https://community.smartthings.com/t/triggering-lights-when-powerbot-vacuum-enters-room/187823,15,207
2607,Devices & Integrations,Legrand Valena Next with Netatmo (zigbee 3.0 inside?),https://community.smartthings.com/t/legrand-valena-next-with-netatmo-zigbee-3-0-inside/173819,6,712
2608,Devices & Integrations,Italy: Switches and sockets: compatible SmartThings and BTicino Live Now?,https://community.smartthings.com/t/italy-switches-and-sockets-compatible-smartthings-and-bticino-live-now/187089,9,185
2609,Devices & Integrations,IKEA trådfri bulbs color problem with smartthings,https://community.smartthings.com/t/ikea-tradfri-bulbs-color-problem-with-smartthings/187970,5,189
2610,Devices & Integrations,Shades from Blindsgalore (Neo Smart Blinds Controller) Integration?,https://community.smartthings.com/t/shades-from-blindsgalore-neo-smart-blinds-controller-integration/137300,7,1433
2611,General Discussion,What is the future of the Groovy IDE?,https://community.smartthings.com/t/what-is-the-future-of-the-groovy-ide/188048,1,200
2612,Writing Device Types,Child devices in new app,https://community.smartthings.com/t/child-devices-in-new-app/177187,36,1364
2613,Devices & Integrations,Hub event log - can't find device,https://community.smartthings.com/t/hub-event-log-cant-find-device/188036,9,80
2614,Connected Things,Please help! Can't connect Samsung TV ks8000 to SmartThings hub,https://community.smartthings.com/t/please-help-cant-connect-samsung-tv-ks8000-to-smartthings-hub/79848,190,38272
2615,SmartApps & Automations,Still no way to unpublish a smart app?,https://community.smartthings.com/t/still-no-way-to-unpublish-a-smart-app/180047,4,276
2616,Automation Ideas,Using Virtual Switch to trigger Routine?,https://community.smartthings.com/t/using-virtual-switch-to-trigger-routine/46384,30,24252
2617,Writing Device Types,Wyze sense directly connected to SmartThings; possible?,https://community.smartthings.com/t/wyze-sense-directly-connected-to-smartthings-possible/187979,9,377
2618,Connected Things,"3 way light switches, neutral?",https://community.smartthings.com/t/3-way-light-switches-neutral/188002,2,89
2619,General Discussion,Virtual device creator,https://community.smartthings.com/t/virtual-device-creator/187738,8,205
2620,Android,"Android users, any new app issues right now displaying devices (Mar-1-2020)?",https://community.smartthings.com/t/android-users-any-new-app-issues-right-now-displaying-devices-mar-1-2020/188005,11,146
2621,Projects & Stories,Something fun with old CAT5?,https://community.smartthings.com/t/something-fun-with-old-cat5/187464,3,235
2622,Community Created Device Types,[Release] Zooz Zen27 Dimmer v2.x,https://community.smartthings.com/t/release-zooz-zen27-dimmer-v2-x/167881,28,692
2623,General Discussion,Google Home & SmartThings integration,https://community.smartthings.com/t/google-home-smartthings-integration/187854,12,189
2624,Connected Things,Wemo and new SmartThings App,https://community.smartthings.com/t/wemo-and-new-smartthings-app/187982,1,85
2625,Automation Ideas,SmartThings (Samsung Connect) V3 - Automations Logic & Modes,https://community.smartthings.com/t/smartthings-samsung-connect-v3-automations-logic-modes/187919,10,202
2626,Devices & Integrations,New brand nedis WiFi Smartbulb,https://community.smartthings.com/t/new-brand-nedis-wifi-smartbulb/187957,3,259
2627,Community Created Device Types,3A Nue RGBW strip controller with normal RGBW led strip lights: Manufacturer’s DTH,https://community.smartthings.com/t/3a-nue-rgbw-strip-controller-with-normal-rgbw-led-strip-lights-manufacturer-s-dth/127648,120,5171
2628,Connected Things,SmartThings smart plugs - suddenly cloud connected?,https://community.smartthings.com/t/smartthings-smart-plugs-suddenly-cloud-connected/184953,49,563
2629,Devices & Integrations,Recommendation for ip camera & nvr,https://community.smartthings.com/t/recommendation-for-ip-camera-nvr/153552,4,2855
2630,Deals,Monoprice 4-in-1 motion sensor down to $15,https://community.smartthings.com/t/monoprice-4-in-1-motion-sensor-down-to-15/187305,36,696
2631,Devices & Integrations,Create temperature tile from other device,https://community.smartthings.com/t/create-temperature-tile-from-other-device/172623,15,272
2632,Devices & Integrations,New brand.. Nedis,https://community.smartthings.com/t/new-brand-nedis/176937,4,638
2633,Writing Device Types,Device Handler update to support new STSC app,https://community.smartthings.com/t/device-handler-update-to-support-new-stsc-app/163877,25,1275
2634,SmartApps & Automations,Kwikset 916 Zigbee in 2020 using Rboy or other smartapps,https://community.smartthings.com/t/kwikset-916-zigbee-in-2020-using-rboy-or-other-smartapps/186724,6,170
2635,Devices & Integrations,SmartThings and Xfinity Home integration,https://community.smartthings.com/t/smartthings-and-xfinity-home-integration/113782,12,5675
2636,SmartThings (Samsung Connect),Room for ALL in new V3 app?,https://community.smartthings.com/t/room-for-all-in-new-v3-app/187937,3,152
2637,Devices & Integrations,Control a telnet connected lighting system Litetouch 5000lc,https://community.smartthings.com/t/control-a-telnet-connected-lighting-system-litetouch-5000lc/182026,2,114
2638,Devices & Integrations,Replace GE ZWave wall switches with GE ZWave Plus wall switches,https://community.smartthings.com/t/replace-ge-zwave-wall-switches-with-ge-zwave-plus-wall-switches/187921,9,136
2639,Writing Device Types,Fire Alarm Panel Monitoring with contact sensor—how to report as a different device class?,https://community.smartthings.com/t/fire-alarm-panel-monitoring-with-contact-sensor-how-to-report-as-a-different-device-class/113093,8,847
2640,General Discussion,Hello from Europe,https://community.smartthings.com/t/hello-from-europe/187690,9,150
2641,Connected Things,Kwikset 913 with a Z-Smart Plus is pairing but doesn’t work,https://community.smartthings.com/t/kwikset-913-with-a-z-smart-plus-is-pairing-but-doesn-t-work/185245,28,357
2642,Deals,The Smartest House has Aeotec MiniMotes,https://community.smartthings.com/t/the-smartest-house-has-aeotec-minimotes/187216,7,374
2643,Deals,Jasco 29% off on the 29th,https://community.smartthings.com/t/jasco-29-off-on-the-29th/187905,6,228
2644,Devices & Integrations,25 Apartment with 25 schlage connect keypads. I need to control the locks using an API! PLEASE HELP,https://community.smartthings.com/t/25-apartment-with-25-schlage-connect-keypads-i-need-to-control-the-locks-using-an-api-please-help/187883,8,120
2645,SmartThings (Samsung Connect),Smartthings and Schlage Connect Locks (Z-Wave Network),https://community.smartthings.com/t/smartthings-and-schlage-connect-locks-z-wave-network/187924,10,123
2646,Projects & Stories,Intercom system function; device recommendations,https://community.smartthings.com/t/intercom-system-function-device-recommendations/187914,5,158
2647,Devices & Integrations,Aeotec NanoMote Quad vs WallMote Quad,https://community.smartthings.com/t/aeotec-nanomote-quad-vs-wallmote-quad/187926,1,119
2648,Connected Things,Google Authorization of devices on different locations on smartthings,https://community.smartthings.com/t/google-authorization-of-devices-on-different-locations-on-smartthings/187911,4,90
2649,General Discussion,Advanced button control,https://community.smartthings.com/t/advanced-button-control/187815,6,198
2650,SmartApps & Automations,Multiple members location as a trigger,https://community.smartthings.com/t/multiple-members-location-as-a-trigger/183425,11,327
2651,Device Ideas,Smartthings Motion sensor 2018 (samjin motion) firmware bugs + need URLs for firmware files,https://community.smartthings.com/t/smartthings-motion-sensor-2018-samjin-motion-firmware-bugs-need-urls-for-firmware-files/175994,5,275
2652,Devices & Integrations,Can't pair Xfinity XHK1-UE keypad,https://community.smartthings.com/t/cant-pair-xfinity-xhk1-ue-keypad/156884,6,1182
2653,Devices & Integrations,Ikea trafdri devices - local/cloud,https://community.smartthings.com/t/ikea-trafdri-devices-local-cloud/187888,3,126
2654,Devices & Integrations,CT100 thermostat keeps turning off,https://community.smartthings.com/t/ct100-thermostat-keeps-turning-off/185295,5,131
2655,Connected Things,TinyCamPro Web/NVR camera app (Wyze Arlo),https://community.smartthings.com/t/tinycampro-web-nvr-camera-app-wyze-arlo/121690,53,8900
2656,Projects & Stories,Installing outdoor lighting (floodlights) and virtual hardwired switching?,https://community.smartthings.com/t/installing-outdoor-lighting-floodlights-and-virtual-hardwired-switching/187889,2,76
2657,Devices & Integrations,Temperature and Humidity Sensor,https://community.smartthings.com/t/temperature-and-humidity-sensor/178948,9,813
2658,Devices & Integrations,Same LIFX Bulbs showing up twice,https://community.smartthings.com/t/same-lifx-bulbs-showing-up-twice/186476,21,243
2659,Projects & Stories,Mailbox notifier - Vibration or Motion?,https://community.smartthings.com/t/mailbox-notifier-vibration-or-motion/186739,19,203
2660,Writing Device Types,"How to change existing DTH for different UI? (“Open/close” to “On/off,” etc)",https://community.smartthings.com/t/how-to-change-existing-dth-for-different-ui-open-close-to-on-off-etc/187857,2,111
2661,Writing Device Types,Building a Device Handler for IKEA 5 button remote?,https://community.smartthings.com/t/building-a-device-handler-for-ikea-5-button-remote/150482,28,5498
2662,General Discussion,ST forum - did discourse make a change today?,https://community.smartthings.com/t/st-forum-did-discourse-make-a-change-today/187864,2,467
2663,Device Ideas,Litter Robot Connect,https://community.smartthings.com/t/litter-robot-connect/106882,79,7707
2664,Devices & Integrations,GE 14291 LED indicator,https://community.smartthings.com/t/ge-14291-led-indicator/187328,23,261
2665,Connected Things,Trying to find a correct device for temperature monitoring,https://community.smartthings.com/t/trying-to-find-a-correct-device-for-temperature-monitoring/187856,7,131
2666,SmartApps & Automations,Sunset in Smart Lighting App,https://community.smartthings.com/t/sunset-in-smart-lighting-app/186601,5,169
2667,Community Created SmartApps,[Release] SHM Delay TrueExit - Create a SmartHome True Exit Delay,https://community.smartthings.com/t/release-shm-delay-trueexit-create-a-smarthome-true-exit-delay/98696,53,4893
2668,Connected Things,Squeezebox (Logitech Media Server) Control for Smartthings,https://community.smartthings.com/t/squeezebox-logitech-media-server-control-for-smartthings/127131,91,4002
2669,Devices & Integrations,DMX Integration with SmartThings,https://community.smartthings.com/t/dmx-integration-with-smartthings/187796,11,271
2670,Automation Ideas,SmartThings home monitor arming?,https://community.smartthings.com/t/smartthings-home-monitor-arming/184533,30,451
2671,Devices & Integrations,Schlage Touchscreen Deadbolt Battery Life,https://community.smartthings.com/t/schlage-touchscreen-deadbolt-battery-life/4523,26,19561
2672,Devices & Integrations,Devices not showing up,https://community.smartthings.com/t/devices-not-showing-up/187819,8,129
2673,Projects & Stories,Custom presence in ActionTiles/DakBoard using WebCore,https://community.smartthings.com/t/custom-presence-in-actiontiles-dakboard-using-webcore/153216,12,1005
2674,Devices & Integrations,Samsung shp dr 708 wifi door lock.. does not work with smart things?,https://community.smartthings.com/t/samsung-shp-dr-708-wifi-door-lock-does-not-work-with-smart-things/167028,34,2145
2675,SmartApps & Automations,Entering Offset in Smart Lighting,https://community.smartthings.com/t/entering-offset-in-smart-lighting/187714,10,127
2676,General Discussion,Voice control will never be the same: Introducing Ezlo VOI™,https://community.smartthings.com/t/voice-control-will-never-be-the-same-introducing-ezlo-voi/187758,7,242
2677,Devices & Integrations,First Alert ZCOMBO... WHY?,https://community.smartthings.com/t/first-alert-zcombo-why/187217,11,226
2678,Automation Ideas,Laundry Notification?,https://community.smartthings.com/t/laundry-notification/124956,27,12072
2679,Connected Things,Google Home integration down?,https://community.smartthings.com/t/google-home-integration-down/187724,12,279
2680,Connected Things,How do I know my voltage of my doorbell?,https://community.smartthings.com/t/how-do-i-know-my-voltage-of-my-doorbell/111535,27,77690
2681,iOS,Incorrect mode displayed in new iOS app,https://community.smartthings.com/t/incorrect-mode-displayed-in-new-ios-app/187753,3,113
2682,Devices & Integrations,"Samsung Smartthings WiFi Mesh Router, what do you guys think?",https://community.smartthings.com/t/samsung-smartthings-wifi-mesh-router-what-do-you-guys-think/139505,5,371
2683,Connected Things,Meross wifi smart plug with energy monitor,https://community.smartthings.com/t/meross-wifi-smart-plug-with-energy-monitor/187491,5,217
2684,Connected Things,Help me change which micros are controlled by a wall switch (Fibaro and Aeotec micros),https://community.smartthings.com/t/help-me-change-which-micros-are-controlled-by-a-wall-switch-fibaro-and-aeotec-micros/187691,7,95
2685,Automation Ideas,Control a mister on an interval schedule?,https://community.smartthings.com/t/control-a-mister-on-an-interval-schedule/186310,4,165
2686,Projects & Stories,[HOW TO] SmartThings Presence reporting using Tasker/SharpTools/AutoLocation,https://community.smartthings.com/t/how-to-smartthings-presence-reporting-using-tasker-sharptools-autolocation/70564,374,29072
2687,Devices & Integrations,My very quick and dirty integration with myacurite / smart hub / ST / Webcore,https://community.smartthings.com/t/my-very-quick-and-dirty-integration-with-myacurite-smart-hub-st-webcore/97749,2,1110
2688,Projects & Stories,"""Local Only"" Wall Switches",https://community.smartthings.com/t/local-only-wall-switches/186745,14,353
2689,Connected Things,Looking for in wall motion sensor,https://community.smartthings.com/t/looking-for-in-wall-motion-sensor/187637,12,176
2690,General Discussion,Help with Device Tiles not appearing,https://community.smartthings.com/t/help-with-device-tiles-not-appearing/187482,7,115
2691,Automation Ideas,Letting the Dog Out - Door Sensor Automation?,https://community.smartthings.com/t/letting-the-dog-out-door-sensor-automation/187623,8,156
2692,Writing SmartApps,How to convert python script to groovy script?,https://community.smartthings.com/t/how-to-convert-python-script-to-groovy-script/187693,2,293
2693,General Discussion,"Github SmartThings Public Repo Updates: DevWs-acceptance for Icl ""Roger Company BM...""",https://community.smartthings.com/t/github-smartthings-public-repo-updates-devws-acceptance-for-icl-roger-company-bm/187703,3,135
2694,General Discussion,Lutron RA2 Select integration in the UK?,https://community.smartthings.com/t/lutron-ra2-select-integration-in-the-uk/187236,5,147
2695,Devices & Integrations,Toggle Switch Fan Controller,https://community.smartthings.com/t/toggle-switch-fan-controller/18228,6,2739
2696,SmartThings (Samsung Connect),Android app update 8 February 2020 - v1.7.43-22,https://community.smartthings.com/t/android-app-update-8-february-2020-v1-7-43-22/186215,140,1753
2697,Devices & Integrations,Sense - New Power Monitoring Product,https://community.smartthings.com/t/sense-new-power-monitoring-product/48323,13,2900
2698,General Discussion,Alexa routines not working?,https://community.smartthings.com/t/alexa-routines-not-working/84768,5,4116
2699,Devices & Integrations,Monoprice 4-in-1 Multi Sensor (15902),https://community.smartthings.com/t/monoprice-4-in-1-multi-sensor-15902/114868,14,1679
2700,Community Created Device Types,"[OBSOLETE] Aeotec NanoMote One/Quad, Hank One/Four Button Scene Controller",https://community.smartthings.com/t/obsolete-aeotec-nanomote-one-quad-hank-one-four-button-scene-controller/127563,60,4107
2701,Projects & Stories,Disconnected smart switch relay -- Is it safe?,https://community.smartthings.com/t/disconnected-smart-switch-relay-is-it-safe/187284,14,199
2702,Community Created Device Types,[RELEASE] Universal Virtual Device Type and Translator,https://community.smartthings.com/t/release-universal-virtual-device-type-and-translator/47836,175,26330
2703,SmartThings (Samsung Connect),A network or server error occurred. Try again later,https://community.smartthings.com/t/a-network-or-server-error-occurred-try-again-later/136932,16,18392
2704,General Discussion,USB 3.0 extension cord running nearby can render Hub useless,https://community.smartthings.com/t/usb-3-0-extension-cord-running-nearby-can-render-hub-useless/137415,26,1193
2705,Projects & Stories,Light switch and smart lights,https://community.smartthings.com/t/light-switch-and-smart-lights/187729,2,153
2706,webCoRE,Efficient Piston design in webCoRE (to minimize resource utilization),https://community.smartthings.com/t/efficient-piston-design-in-webcore-to-minimize-resource-utilization/91064,16,4263
2707,Connected Things,I want to integrate the hIve and smarthings,https://community.smartthings.com/t/i-want-to-integrate-the-hive-and-smarthings/187731,2,134
2708,Connected Things,Ring 2 Video Doorbell - no doorbell button pressed trigger,https://community.smartthings.com/t/ring-2-video-doorbell-no-doorbell-button-pressed-trigger/187649,7,149
2709,General Discussion,Iris Z-Wave Garage Door Controller: ZWAVE_S0_FAILED,https://community.smartthings.com/t/iris-z-wave-garage-door-controller-zwave-s0-failed/187016,7,195
2710,Devices & Integrations,Controller Power Outlet,https://community.smartthings.com/t/controller-power-outlet/187702,7,90
2711,General Discussion,Android 10 update issues......solved?,https://community.smartthings.com/t/android-10-update-issues-solved/187683,8,175
2712,Writing Device Types,Having issues with child devices and child/parent communication,https://community.smartthings.com/t/having-issues-with-child-devices-and-child-parent-communication/182142,12,364
2713,Projects & Stories,Nest hello doorbell facial recognition unlock door,https://community.smartthings.com/t/nest-hello-doorbell-facial-recognition-unlock-door/123800,23,7073
2714,Devices & Integrations,Nest Hello Doorbell,https://community.smartthings.com/t/nest-hello-doorbell/163873,37,8628
2715,Devices & Integrations,How to get Alexa to control my GoControl garage door opener,https://community.smartthings.com/t/how-to-get-alexa-to-control-my-gocontrol-garage-door-opener/187567,14,155
2716,FAQ,FAQ: Tasmota Integration in 2020 (for Tuya SmartLife devices),https://community.smartthings.com/t/faq-tasmota-integration-in-2020-for-tuya-smartlife-devices/187635,1,2339
2717,General Discussion,API Request URLS,https://community.smartthings.com/t/api-request-urls/187167,3,174
2718,Devices & Integrations,Best SmartThings-integrated Cameras,https://community.smartthings.com/t/best-smartthings-integrated-cameras/187641,5,278
2719,SmartApps & Automations,Smart lighting + motion but only if light is off,https://community.smartthings.com/t/smart-lighting-motion-but-only-if-light-is-off/165267,8,277
2720,Devices & Integrations,Unable to live stream Arlo cameras through ST Classic app,https://community.smartthings.com/t/unable-to-live-stream-arlo-cameras-through-st-classic-app/187171,3,134
2721,Devices & Integrations,Recommendations LED Power Supply Replacement,https://community.smartthings.com/t/recommendations-led-power-supply-replacement/187685,1,71
2722,SmartApps & Automations,Scenes with single device,https://community.smartthings.com/t/scenes-with-single-device/187156,15,172
2723,FAQ,FAQ: 32 Zigbee direct connection device limit?,https://community.smartthings.com/t/faq-32-zigbee-direct-connection-device-limit/108960,91,9883
2724,Devices & Integrations,SONOS not working as before,https://community.smartthings.com/t/sonos-not-working-as-before/171846,128,3955
2725,Community Created Device Types,[RELEASE] PS4 Device Handler,https://community.smartthings.com/t/release-ps4-device-handler/179986,6,681
2726,Connected Things,Geo Location with Life360,https://community.smartthings.com/t/geo-location-with-life360/142892,12,4180
2727,Devices & Integrations,Autoslide Integration?,https://community.smartthings.com/t/autoslide-integration/187423,8,169
2728,Devices & Integrations,Z-Wave Repair Does Not Finish,https://community.smartthings.com/t/z-wave-repair-does-not-finish/185347,17,245
2729,Devices & Integrations,AlarmDecoder AD2Pi Network Appliance,https://community.smartthings.com/t/alarmdecoder-ad2pi-network-appliance/61902,208,10536
2730,General Discussion,Automations disappeared but still applying rule,https://community.smartthings.com/t/automations-disappeared-but-still-applying-rule/187558,4,104
2731,Connected Things,Arlo 2 Camera with HomeKit AND SmartThings?,https://community.smartthings.com/t/arlo-2-camera-with-homekit-and-smartthings/187555,3,103
2732,General Discussion,Who or what is 'Pabal'?,https://community.smartthings.com/t/who-or-what-is-pabal/187624,4,173
2733,Automation Ideas,Not turning on bedroom lights automatically in bedroom,https://community.smartthings.com/t/not-turning-on-bedroom-lights-automatically-in-bedroom/187627,5,101
2734,Community Created Device Types,"Anyone using Ring Smart Lights (pathway lights, stairway lights, etc)",https://community.smartthings.com/t/anyone-using-ring-smart-lights-pathway-lights-stairway-lights-etc/187631,1,81
2735,Devices & Integrations,"Blink XT2, ST hub and Echo",https://community.smartthings.com/t/blink-xt2-st-hub-and-echo/179220,2,514
2736,Writing Device Types,Help with celsiusToFahrenheit(),https://community.smartthings.com/t/help-with-celsiustofahrenheit/187593,9,97
2737,Community Created Device Types,[RELEASE CANDIDATE] Jasco/GE Z-Wave Plus On/Off Switch (14291) With Double-Tap and Associations,https://community.smartthings.com/t/release-candidate-jasco-ge-z-wave-plus-on-off-switch-14291-with-double-tap-and-associations/82042,155,20909
2738,Devices & Integrations,Vocolinc / Linkwise App Integration,https://community.smartthings.com/t/vocolinc-linkwise-app-integration/187626,1,124
2739,Writing SmartApps,My first SmartApp in AWS lambda,https://community.smartthings.com/t/my-first-smartapp-in-aws-lambda/177762,6,710
2740,Devices & Integrations,Changing old manual dial humidifier setting to something smarter?,https://community.smartthings.com/t/changing-old-manual-dial-humidifier-setting-to-something-smarter/26011,29,9999
2741,Projects & Stories,How to fix loss of power when upgrading/repairing smart thermostats,https://community.smartthings.com/t/how-to-fix-loss-of-power-when-upgrading-repairing-smart-thermostats/187609,1,69
2742,Devices & Integrations,Weatherproof door sensor with local ST handler?,https://community.smartthings.com/t/weatherproof-door-sensor-with-local-st-handler/187456,30,250
2743,Devices & Integrations,OJ Microline Wireless Underfloor Thermostat,https://community.smartthings.com/t/oj-microline-wireless-underfloor-thermostat/77883,6,601
2744,Deals,Leviton VRCS4-M0Z $114 (4 button zwave wallmount scene controller),https://community.smartthings.com/t/leviton-vrcs4-m0z-114-4-button-zwave-wallmount-scene-controller/153668,5,1120
2745,Connected Things,Motor switching?,https://community.smartthings.com/t/motor-switching/187560,6,124
2746,Devices & Integrations,Life360 issues,https://community.smartthings.com/t/life360-issues/179677,6,293
2747,Community Created SmartApps,Dusk-to-Dawn Light Control with Lux control and Motion Dimming - RC2,https://community.smartthings.com/t/dusk-to-dawn-light-control-with-lux-control-and-motion-dimming-rc2/10427,78,12109
2748,Devices & Integrations,Stacked or combination zwave switches?,https://community.smartthings.com/t/stacked-or-combination-zwave-switches/70815,15,7081
2749,Hub Firmware Beta,Hub Firmware Beta 0.29.x,https://community.smartthings.com/t/hub-firmware-beta-0-29-x/186448,39,1405
2750,Devices & Integrations,Connected but no data,https://community.smartthings.com/t/connected-but-no-data/187582,4,85
2751,Projects & Stories,My Mailbox mail notifier...works great.!,https://community.smartthings.com/t/my-mailbox-mail-notifier-works-great/187517,10,325
2752,Connected Things,Adding girlfriends phone as a presence sensor to my ST?,https://community.smartthings.com/t/adding-girlfriends-phone-as-a-presence-sensor-to-my-st/156892,12,379
2753,Features & Feedback,Android SmartThings Connect Scene Widget,https://community.smartthings.com/t/android-smartthings-connect-scene-widget/187485,8,148
